CELL_ID,Total_Usage
1,8250.8525
2,8305.0675
3,8362.764500000001
4,8093.875500000001
5,7434.460999999999
6,8362.764500000001
7,8362.764500000001
8,8362.764500000001
9,8362.764500000001
10,5449.099499999999
11,3146.354
12,2212.2855
13,1300.6825000000001
14,2077.8425
15,2164.8669999999997
16,2453.606
17,2799.1929999999998
18,2801.809
19,2797.1565
20,2795.1504999999997
21,2790.9570000000003
22,2782.1025000000004
23,3054.2819999999997
24,5022.626499999999
25,5078.7935
26,5078.7935
27,5374.411500000001
28,5795.333
29,5890.771999999999
30,5866.143499999999
31,5861.051999999999
32,6436.579499999998
33,7110.008999999999
34,7222.275500000001
35,6012.273999999999
36,6012.273999999999
37,6012.273999999999
38,6012.273999999999
39,6769.6775
40,6703.3595
41,9746.493999999999
42,9813.0025
43,18927.1085
44,29977.936999999998
45,29977.936999999998
46,29977.936999999998
47,85261.54299999999
48,116894.58299999998
49,41365.424999999996
50,11729.882499999998
51,9075.344500000003
52,9501.3905
53,9054.1265
54,10279.3885
55,10973.948999999999
56,10019.429000000002
57,8255.525
58,9315.518
59,8853.799500000001
60,7889.173999999999
61,6582.351499999999
62,6582.351499999999
63,6682.289
64,8261.787
65,11333.764500000001
66,11565.488999999998
67,13231.692500000001
68,19339.923999999995
69,14918.829000000002
70,9524.038999999999
71,8874.7225
72,9546.645
73,10514.1145
74,10551.544000000002
75,10554.684
76,10554.684
77,10554.684
78,10554.684
79,10554.684
80,10079.374
81,6687.995
82,3124.948
83,3058.637
84,3058.637
85,3058.637
86,3647.9509999999996
87,5324.4535
88,5525.5125
89,5525.5125
90,5525.5125
91,6073.8955000000005
92,6846.4785
93,9311.168499999998
94,14762.580999999998
95,14762.580999999998
96,14762.580999999998
97,14762.580999999998
98,14770.427999999998
99,14762.580999999998
100,14759.788999999999
101,8299.657
102,7599.6979999999985
103,8362.764500000001
104,8362.764500000001
105,8362.764500000001
106,8362.764500000001
107,8362.764500000001
108,8362.764500000001
109,8362.764500000001
110,5428.0824999999995
111,3568.1735
112,369.512
113,1280.116
114,2146.1589999999997
115,2334.2815
116,2760.4435
117,2801.9449999999997
118,2801.9449999999997
119,2801.9449999999997
120,2801.9449999999997
121,2801.4699999999993
122,2784.6904999999992
123,3736.3320000000003
124,5039.685499999999
125,5451.188999999999
126,5794.851499999999
127,5911.992
128,5862.767
129,5861.051999999999
130,5861.051999999999
131,6203.681999999999
132,6018.4105
133,5594.022499999999
134,5546.425499999999
135,5974.9265000000005
136,6012.216499999999
137,6008.513999999999
138,6011.762
139,6012.273999999999
140,6793.554499999998
141,9565.311499999996
142,10070.229000000001
143,10167.4385
144,14970.908
145,18699.315999999995
146,54960.3225
147,149665.59850000002
148,60460.1795
149,27170.496
150,25885.990499999996
151,20559.072
152,18318.708499999993
153,17722.598499999996
154,18831.916500000003
155,18089.615
156,14324.004500000001
157,7881.673000000001
158,9136.43
159,7982.985500000001
160,7983.044500000001
161,6956.2825
162,6582.351499999999
163,6582.351499999999
164,8020.287499999999
165,12630.426500000001
166,13002.9765
167,15975.078499999998
168,20552.7385
169,20544.63349999999
170,18507.9545
171,11780.733499999997
172,10547.566500000003
173,10550.405999999999
174,10688.648
175,10554.684
176,10554.684
177,10554.684
178,10554.684
179,10554.684
180,10770.800000000003
181,6176.3995
182,3044.8345000000004
183,3058.637
184,3058.637
185,3058.637
186,4034.5895
187,4842.542
188,6225.1495
189,4589.925499999999
190,4684.852999999999
191,6841.402499999999
192,6846.4785
193,6885.123500000001
194,11580.351
195,14762.580999999998
196,14762.580999999998
197,14762.580999999998
198,14762.580999999998
199,14762.580999999998
200,14762.883500000002
201,8330.3085
202,8050.656999999998
203,8362.853
204,8362.764500000001
205,8363.336500000001
206,8362.764500000001
207,8362.764500000001
208,8362.764500000001
209,8362.764500000001
210,6542.425
211,3681.973
212,3012.3820000000005
213,2314.983
214,2052.2445000000002
215,2777.6560000000004
216,2797.3899999999994
217,2801.9449999999997
218,2801.9449999999997
219,2801.9449999999997
220,2801.9449999999997
221,2903.5550000000003
222,3327.9775
223,5445.9625000000015
224,5814.9794999999995
225,5947.417499999999
226,5932.7825
227,5867.873500000001
228,5861.051999999999
229,5861.051999999999
230,5861.051999999999
231,5862.5025000000005
232,6451.8825
233,5853.034999999998
234,5856.746999999999
235,5862.263000000001
236,5918.3859999999995
237,6000.839
238,6715.924
239,9649.8675
240,12960.543000000001
241,14437.118
242,11909.263
243,9406.351499999999
244,10070.229000000001
245,10465.748500000002
246,67477.389
247,95869.30000000002
248,24900.995000000003
249,30748.258499999996
250,31018.899
251,26757.575
252,17659.9995
253,20181.853999999996
254,19611.556499999995
255,18206.459
256,14952.378000000002
257,7724.472500000001
258,8158.5375
259,7749.923
260,7987.941500000001
261,7913.206
262,6797.635
263,6582.351499999999
264,9934.482000000002
265,12992.819500000003
266,12992.819500000003
267,15565.168
268,20744.366
269,22392.535999999996
270,23383.815499999997
271,17526.685
272,10751.231500000002
273,10554.680999999999
274,10554.684
275,10554.684
276,10554.684
277,10430.856
278,10554.684
279,10554.684
280,9875.5005
281,5612.913499999999
282,3058.637
283,3058.637
284,3058.637
285,3980.8955000000005
286,6407.9945
287,3680.4125
288,3611.0415
289,4706.5914999999995
290,3307.2519999999995
291,4702.4304999999995
292,6832.903000000001
293,6846.4785
294,7522.0375
295,13627.518999999998
296,14762.580999999998
297,14762.580999999998
298,14762.580999999998
299,14766.150000000003
300,14805.523000000001
301,7005.9455
302,7705.7395
303,8094.867500000001
304,8450.624
305,8506.999
306,8437.457
307,8386.5805
308,8371.139
309,8362.764500000001
310,7869.274499999999
311,4238.2465
312,3542.3415
313,2985.6420000000003
314,2763.7395
315,2908.9694999999997
316,2802.5744999999997
317,2801.9449999999997
318,2866.8819999999996
319,3041.4204999999997
320,3294.2854999999995
321,3617.3410000000003
322,4898.940500000001
323,5960.5665
324,5946.969
325,5913.5594999999985
326,5862.268
327,5861.051999999999
328,5861.051999999999
329,5861.051999999999
330,5861.051999999999
331,5862.969
332,5864.125
333,5852.48
334,5855.327999999999
335,5858.367999999999
336,5856.8505000000005
337,9194.353500000001
338,15058.110499999999
339,15575.262499999999
340,14701.858
341,15607.393
342,15536.241
343,11675.6875
344,10706.356
345,15835.392000000002
346,52664.3865
347,85870.3715
348,30184.924000000003
349,30907.6885
350,30522.611500000003
351,24141.683
352,18993.643999999997
353,19760.155
354,18401.536500000002
355,18206.459
356,16861.778000000002
357,14189.331499999998
358,8384.908
359,8166.3555
360,9650.313000000004
361,9245.3875
362,8415.596000000001
363,6791.715499999999
364,11066.093999999996
365,12992.819500000003
366,13990.484
367,19606.0735
368,24146.502000000004
369,24551.556000000004
370,24551.556000000004
371,19213.137499999997
372,12400.582999999999
373,10556.503499999999
374,10554.684
375,10554.684
376,10554.265
377,6258.990000000002
378,10554.684
379,10531.3985
380,9513.433500000001
381,3622.5764999999997
382,3058.637
383,3390.6755
384,5002.009
385,7150.074500000001
386,4141.0075
387,3477.6124999999997
388,3896.2080000000005
389,6425.682499999999
390,3429.9695000000006
391,3353.7874999999995
392,4797.896500000001
393,6753.794500000001
394,6775.1065
395,7404.3414999999995
396,14530.0225
397,14577.702500000001
398,14253.8475
399,12653.699
400,10660.1455
401,3203.979
402,4477.505
403,5676.831
404,5756.3245
405,5432.651499999999
406,6856.320000000001
407,6638.477499999999
408,6513.933
409,5232.741499999999
410,3794.5099999999993
411,3233.190000000001
412,2941.4010000000003
413,2941.4010000000003
414,2941.3495
415,2902.9235000000003
416,2872.2475000000004
417,3122.0705
418,3551.3950000000004
419,3670.5674999999997
420,3670.5674999999997
421,4423.617
422,5952.1355
423,5962.357
424,5893.126
425,5861.051999999999
426,5861.051999999999
427,5861.051999999999
428,5861.051999999999
429,5861.051999999999
430,5861.051999999999
431,5861.302500000002
432,5475.201
433,5991.2895
434,5853.7485
435,5860.5575
436,6239.988000000001
437,13979.7205
438,15571.035499999998
439,15574.885499999999
440,15576.898999999998
441,15682.801499999996
442,16095.1885
443,13764.799499999997
444,11872.213500000003
445,15963.5155
446,23517.293
447,31901.8155
448,43872.42100000001
449,29710.739999999998
450,23785.3295
451,18700.905000000002
452,20324.974
453,18863.789
454,18206.459
455,18206.459
456,16482.8715
457,16274.0545
458,14970.793
459,10085.8805
460,10375.599499999998
461,10786.827
462,10921.938500000004
463,11518.75
464,15810.112500000001
465,15914.93
466,23700.237499999996
467,24361.223499999993
468,16976.943
469,19762.709000000003
470,20750.443000000003
471,15695.9365
472,10184.8215
473,10021.4525
474,10262.306
475,10240.2995
476,10034.756999999998
477,9443.722000000002
478,9830.9385
479,10059.716
480,8111.683500000001
481,3058.5415000000003
482,3058.637
483,5654.2905
484,7116.110000000002
485,6093.245500000001
486,3483.8175
487,3483.8175
488,3483.8175
489,3483.8175
490,3483.8175
491,3483.524500000001
492,3215.5555000000004
493,4216.722
494,6154.685
495,6309.2300000000005
496,9346.8375
497,9521.623
498,8172.2660000000005
499,7681.084499999999
500,7683.5824999999995
501,3142.079
502,3142.079
503,3142.079
504,3142.079
505,3142.079
506,3142.079
507,3125.1865
508,3037.4289999999996
509,3032.6085000000003
510,3032.6085000000003
511,3008.9785
512,3119.698
513,3007.975
514,2920.278
515,2804.2495
516,2871.8830000000003
517,3624.744999999999
518,3670.5674999999997
519,3670.5674999999997
520,3757.0060000000008
521,5278.4215
522,5945.327
523,5892.6345
524,5879.438499999999
525,5870.1320000000005
526,5865.485500000001
527,5861.103999999999
528,5861.051999999999
529,5861.051999999999
530,5861.051999999999
531,5861.593
532,5873.311
533,6284.628499999999
534,6575.951499999999
535,5180.2395000000015
536,9455.468499999999
537,15408.125500000004
538,15575.9185
539,15574.999
540,15577.7075
541,15627.136499999999
542,15646.668999999998
543,15046.2795
544,17637.4375
545,15667.788999999997
546,23825.028000000002
547,30210.593500000003
548,29851.852
549,20310.860999999997
550,19530.626000000004
551,20256.9585
552,18734.099000000002
553,18206.459
554,18206.459
555,17634.451999999997
556,16627.889
557,16520.8655
558,19321.3485
559,24589.247
560,17919.677499999998
561,13310.987500000003
562,11578.163499999999
563,12545.889000000001
564,17392.4615
565,19589.728
566,24075.208
567,18632.836
568,15326.7125
569,14818.703
570,13880.642
571,10215.9045
572,8764.5445
573,8285.061000000002
574,8223.791000000001
575,8536.678
576,9312.145
577,9482.323999999999
578,9615.680999999999
579,9565.635
580,18447.671
581,3070.814
582,4708.280500000001
583,6872.024
584,7392.227999999999
585,4073.4580000000005
586,3483.8175
587,3483.8175
588,3483.8175
589,3483.8175
590,3483.8175
591,3408.1245
592,2890.7370000000005
593,2755.1594999999998
594,3793.712
595,5746.946000000001
596,5833.366000000001
597,6764.0285
598,7666.469500000002
599,7667.679499999999
600,7673.401500000001
601,3142.079
602,3142.079
603,3142.079
604,3142.079
605,3142.079
606,3142.079
607,3168.2614999999996
608,3060.6945000000005
609,3032.6085000000003
610,3032.6085000000003
611,3015.802
612,4933.6265
613,3188.363999999999
614,2789.0375000000004
615,2761.721
616,2769.1715
617,3512.6675000000005
618,3670.5674999999997
619,3670.5674999999997
620,5179.5070000000005
621,5785.3325
622,5880.890499999999
623,5880.890499999999
624,5880.890499999999
625,5880.890499999999
626,5880.890499999999
627,5872.2119999999995
628,5862.335500000001
629,5861.051999999999
630,5863.377
631,5865.878999999999
632,5872.388000000001
633,5874.390500000001
634,6639.8414999999995
635,6322.4645
636,12924.313999999998
637,14659.9195
638,15597.7225
639,15577.797500000002
640,15577.797500000002
641,15922.067000000001
642,15324.9235
643,13779.627999999999
644,19704.6995
645,19935.255999999998
646,26799.547999999995
647,31872.535000000007
648,29270.928
649,25422.569999999996
650,40237.07899999999
651,26348.262000000002
652,18337.541999999998
653,18297.459999999995
654,18273.9225
655,19577.763000000003
656,17754.577999999998
657,17720.720000000005
658,19139.854
659,25758.863
660,25952.614000000005
661,21663.384000000002
662,11908.764500000001
663,12362.124999999998
664,21196.555499999995
665,22457.585000000003
666,24321.533499999998
667,15422.393500000002
668,14736.7725
669,11039.317500000001
670,9662.2055
671,8748.4695
672,8074.477000000001
673,8074.477000000001
674,8074.477000000001
675,8074.477000000001
676,8386.989000000001
677,9060.9765
678,8843.739999999998
679,7088.646500000002
680,6643.980999999999
681,8283.7265
682,7002.124999999999
683,7319.0555
684,6922.370999999999
685,3502.1615
686,3483.8175
687,3483.8175
688,3483.8175
689,3483.8175
690,3483.8175
691,3126.9625
692,2738.2450000000003
693,2738.2450000000003
694,4797.407499999999
695,6956.761999999999
696,3682.601
697,6306.485499999999
698,7666.469500000002
699,7666.469500000002
700,7653.9929999999995
701,3142.079
702,3190.0800000000004
703,3142.079
704,3142.079
705,3142.079
706,3142.079
707,3146.2210000000005
708,3088.0559999999996
709,3020.9689999999996
710,2945.3860000000004
711,2864.9055
712,12395.23
713,6061.771999999998
714,2850.4444999999996
715,2848.1015
716,2789.4205
717,3156.7589999999996
718,3671.655
719,4357.254
720,5863.454000000001
721,5880.890499999999
722,5880.890499999999
723,5880.890499999999
724,5880.890499999999
725,5878.367
726,5878.612499999999
727,5880.890499999999
728,5878.6455000000005
729,5871.64
730,5879.552999999998
731,5878.907
732,5874.219000000001
733,5875.371499999999
734,5897.472
735,10399.379500000001
736,15533.361
737,15577.797500000002
738,15577.797500000002
739,15577.797500000002
740,15577.797500000002
741,15606.7325
742,18665.1115
743,20309.253500000003
744,26538.663999999997
745,24568.889499999994
746,25588.7665
747,30812.9705
748,30693.968999999997
749,34474.657
750,68013.08849999998
751,72399.61549999999
752,61082.513999999996
753,39742.33000000001
754,49614.072499999995
755,61340.545000000006
756,34921.6425
757,27285.9735
758,33228.682
759,21792.186500000003
760,24676.520999999997
761,27398.891
762,13781.544
763,13476.7735
764,21996.173
765,37460.53149999999
766,58404.77250000001
767,50880.789000000004
768,25757.665500000003
769,19235.936
770,25571.189000000002
771,14998.465500000004
772,8074.477000000001
773,8074.477000000001
774,8074.477000000001
775,8074.477000000001
776,8679.144
777,7748.09
778,6553.1990000000005
779,6445.835500000001
780,7302.675
781,10666.538
782,10555.581499999998
783,8281.201500000001
784,6130.584999999999
785,3483.8175
786,3483.8175
787,3472.026499999999
788,3475.4824999999996
789,3483.8175
790,3482.3700000000003
791,2982.432
792,2738.2450000000003
793,2642.216500000001
794,8621.5885
795,10327.726999999999
796,4201.745500000002
797,6374.514
798,8411.255
799,7666.469500000002
800,7639.950999999999
801,3211.3565
802,3121.806
803,3145.3074999999994
804,3144.7915
805,3142.079
806,3168.4784999999997
807,3203.0379999999996
808,3265.1895
809,2886.5270000000005
810,2850.5035
811,2850.5035
812,2850.5035
813,2878.0440000000003
814,5237.234
815,2004.4875000000002
816,2793.05
817,3021.957
818,3793.4009999999994
819,5374.442
820,5881.384
821,5880.890499999999
822,5880.890499999999
823,5880.890499999999
824,5880.454000000001
825,5870.224000000002
826,5865.598500000001
827,5872.1955
828,5879.1945
829,5880.890499999999
830,5909.772000000001
831,7267.332000000001
832,5877.664500000001
833,5875.371499999999
834,7055.890000000001
835,13899.8875
836,15562.574
837,15579.073000000002
838,15577.797500000002
839,15577.797500000002
840,15577.797500000002
841,16490.276
842,18864.404
843,17917.413
844,20210.3955
845,27375.841500000002
846,31624.589500000002
847,42337.29150000001
848,39162.625
849,65657.919
850,91026.13650000001
851,116322.9175
852,96290.00150000001
853,73355.36000000002
854,65137.327
855,63967.573
856,59685.617999999995
857,43672.984000000004
858,35555.0235
859,11222.950499999999
860,11616.309500000003
861,14499.313000000004
862,13575.999499999998
863,13839.5205
864,28292.1115
865,60600.327999999994
866,60382.718
867,46025.8855
868,34258.4895
869,27777.113
870,27777.113
871,12973.133999999998
872,8074.477000000001
873,8074.477000000001
874,8074.477000000001
875,8074.477000000001
876,16262.342499999997
877,6457.920999999999
878,6445.835500000001
879,7633.491499999999
880,9149.0725
881,9757.6675
882,10638.201
883,10235.482999999998
884,5251.126
885,3483.8175
886,3483.8175
887,3420.8384999999994
888,3424.039
889,3483.8175
890,3421.6675
891,2800.9120000000003
892,2738.2450000000003
893,4968.0775
894,8363.957499999999
895,10314.010000000002
896,10388.0445
897,15925.150000000001
898,16963.309499999996
899,12767.0195
900,9146.964499999998
901,3142.079
902,3142.079
903,3151.1024999999995
904,3193.995
905,3185.1695
906,3293.7504999999996
907,3434.353000000001
908,3289.5825000000004
909,2850.5035
910,2853.3554999999997
911,2851.928
912,3036.0400000000004
913,3035.6330000000007
914,3389.6449999999995
915,3360.6019999999994
916,2798.3075
917,2806.8045
918,3528.173
919,4983.8585
920,5829.166500000001
921,5880.890499999999
922,5880.890499999999
923,5878.0425
924,5856.250500000001
925,5869.623
926,5857.9985000000015
927,5853.7255000000005
928,5878.324500000001
929,5866.3295
930,5880.572
931,7730.328999999999
932,5880.551500000001
933,7341.3835
934,12065.1665
935,15457.4105
936,15590.3805
937,15588.287
938,15578.532500000001
939,15576.517499999998
940,15401.785499999998
941,19273.141999999996
942,19463.927499999998
943,19243.631999999998
944,19519.501
945,22316.990999999998
946,34621.43550000001
947,34641.939999999995
948,38224.68000000001
949,44258.586500000005
950,78884.4335
951,132853.54650000003
952,119228.0425
953,83962.49549999999
954,70637.157
955,63787.967000000004
956,58358.614
957,43131.669499999996
958,34667.0625
959,10584.4885
960,12281.740499999998
961,13091.677499999998
962,13956.635500000002
963,23144.172999999995
964,37644.8145
965,41968.0875
966,36937.388
967,35253.524000000005
968,33398.1855
969,27745.405000000002
970,28555.093
971,14987.250000000002
972,8073.127500000001
973,8074.477000000001
974,8074.477000000001
975,8878.8865
976,12403.895
977,6445.835500000001
978,7104.740499999999
979,9173.0255
980,9280.486499999997
981,9384.503999999999
982,9430.894
983,9887.344499999997
984,5869.395
985,3466.618500000001
986,3483.8175
987,3483.8175
988,3483.8175
989,3483.8175
990,3299.567
991,2738.2450000000003
992,2686.8220000000006
993,2410.392
994,2376.4194999999995
995,3051.822
996,11212.878999999999
997,18903.058500000003
998,19663.736
999,19642.805999999997
1000,18921.746000000003
1001,3142.079
1002,3139.192499999999
1003,3066.3375000000005
1004,3347.7084999999997
1005,2859.8625000000006
1006,2813.561
1007,2259.2599999999998
1008,5592.288999999999
1009,3381.6565
1010,3531.6470000000004
1011,3608.5750000000003
1012,3814.501
1013,3734.3469999999998
1014,3487.156
1015,3450.7074999999995
1016,2893.9469999999997
1017,2815.0339999999997
1018,3204.0190000000007
1019,3534.948
1020,3770.1665000000003
1021,4172.270999999999
1022,4051.116
1023,3546.3720000000003
1024,20724.6595
1025,2998.3545
1026,2998.3545
1027,3276.8460000000005
1028,3881.001
1029,4304.1355
1030,3907.25
1031,5417.7365
1032,5611.702499999999
1033,7620.766499999999
1034,14718.537499999999
1035,15590.3805
1036,15590.3805
1037,15590.3805
1038,15584.867999999999
1039,15577.797500000002
1040,18296.675000000003
1041,19463.927499999998
1042,19463.927499999998
1043,19173.810500000003
1044,18136.1255
1045,25339.883000000005
1046,36254.817
1047,46029.205
1048,39507.1735
1049,39521.2725
1050,56981.47549999999
1051,139332.89049999998
1052,130877.79349999999
1053,103279.593
1054,60446.14150000001
1055,58707.94549999999
1056,49540.283
1057,36561.42
1058,37631.584500000004
1059,20120.517
1060,12920.307
1061,13445.828500000001
1062,13837.717999999997
1063,26492.774999999998
1064,36884.3315
1065,37233.33
1066,33427.25349999999
1067,25622.554999999997
1068,20959.421000000002
1069,25793.051
1070,56825.99800000001
1071,60838.19349999999
1072,11397.005000000001
1073,9007.6095
1074,9220.074999999999
1075,30682.415
1076,10267.405
1077,6667.336000000001
1078,8868.3815
1079,9374.835000000001
1080,9384.425
1081,9384.503999999999
1082,9401.071500000002
1083,9627.529499999999
1084,8694.04
1085,3506.351500000001
